,path,plate_pattern
189,train/HEPG2-01/Plate1/K18_s1,0
190,train/HEPG2-01/Plate1/K19_s1,0
191,train/HEPG2-01/Plate1/K20_s1,0
192,train/HEPG2-01/Plate1/K21_s1,0
193,train/HEPG2-01/Plate1/K22_s1,0
194,train/HEPG2-01/Plate1/K23_s1,0
195,train/HEPG2-01/Plate1/L02_s1,0
196,train/HEPG2-01/Plate1/L03_s1,0
197,train/HEPG2-01/Plate1/L04_s1,0
198,train/HEPG2-01/Plate1/L05_s1,0
199,train/HEPG2-01/Plate1/L06_s1,0
200,train/HEPG2-01/Plate1/L07_s1,0
201,train/HEPG2-01/Plate1/L08_s1,0
202,train/HEPG2-01/Plate1/L09_s1,0
203,train/HEPG2-01/Plate1/L10_s1,0
204,train/HEPG2-01/Plate1/L11_s1,0
205,train/HEPG2-01/Plate1/L12_s1,0
206,train/HEPG2-01/Plate1/L13_s1,0
207,train/HEPG2-01/Plate1/L14_s1,0
208,train/HEPG2-01/Plate1/L15_s1,0
209,train/HEPG2-01/Plate1/L16_s1,0
210,train/HEPG2-01/Plate1/L17_s1,0
211,train/HEPG2-01/Plate1/L18_s1,0
212,train/HEPG2-01/Plate1/L19_s1,0
213,train/HEPG2-01/Plate1/L20_s1,0
214,train/HEPG2-01/Plate1/L21_s1,0
215,train/HEPG2-01/Plate1/L22_s1,0
216,train/HEPG2-01/Plate1/L23_s1,0
217,train/HEPG2-01/Plate1/M02_s1,0
218,train/HEPG2-01/Plate1/M04_s1,0
219,train/HEPG2-01/Plate1/M05_s1,0
220,train/HEPG2-01/Plate1/M06_s1,0
221,train/HEPG2-01/Plate1/M08_s1,0
222,train/HEPG2-01/Plate1/M09_s1,0
223,train/HEPG2-01/Plate1/M10_s1,0
224,train/HEPG2-01/Plate1/M12_s1,0
225,train/HEPG2-01/Plate1/M13_s1,0
226,train/HEPG2-01/Plate1/M14_s1,0
227,train/HEPG2-01/Plate1/M16_s1,0
228,train/HEPG2-01/Plate1/M17_s1,0
229,train/HEPG2-01/Plate1/M18_s1,0
230,train/HEPG2-01/Plate1/M20_s1,0
231,train/HEPG2-01/Plate1/M21_s1,0
232,train/HEPG2-01/Plate1/M23_s1,0
233,train/HEPG2-01/Plate1/N02_s1,0
234,train/HEPG2-01/Plate1/N03_s1,0
235,train/HEPG2-01/Plate1/N04_s1,0
236,train/HEPG2-01/Plate1/N05_s1,0
237,train/HEPG2-01/Plate1/N06_s1,0
238,train/HEPG2-01/Plate1/N07_s1,0
239,train/HEPG2-01/Plate1/N08_s1,0
240,train/HEPG2-01/Plate1/N09_s1,0
241,train/HEPG2-01/Plate1/N10_s1,0
242,train/HEPG2-01/Plate1/N11_s1,0
243,train/HEPG2-01/Plate1/N12_s1,0
244,train/HEPG2-01/Plate1/N13_s1,0
245,train/HEPG2-01/Plate1/N14_s1,0
246,train/HEPG2-01/Plate1/N15_s1,0
247,train/HEPG2-01/Plate1/N16_s1,0
248,train/HEPG2-01/Plate1/N17_s1,0
249,train/HEPG2-01/Plate1/N18_s1,0
250,train/HEPG2-01/Plate1/N19_s1,0
251,train/HEPG2-01/Plate1/N20_s1,0
252,train/HEPG2-01/Plate1/N21_s1,0
253,train/HEPG2-01/Plate1/N22_s1,0
254,train/HEPG2-01/Plate1/N23_s1,0
255,train/HEPG2-01/Plate1/O02_s1,0
256,train/HEPG2-01/Plate1/O03_s1,0
257,train/HEPG2-01/Plate1/O04_s1,0
258,train/HEPG2-01/Plate1/O05_s1,0
259,train/HEPG2-01/Plate1/O06_s1,0
260,train/HEPG2-01/Plate1/O07_s1,0
261,train/HEPG2-01/Plate1/O08_s1,0
262,train/HEPG2-01/Plate1/O09_s1,0
263,train/HEPG2-01/Plate1/O10_s1,0
264,train/HEPG2-01/Plate1/O11_s1,0
265,train/HEPG2-01/Plate1/O12_s1,0
266,train/HEPG2-01/Plate1/O13_s1,0
267,train/HEPG2-01/Plate1/O14_s1,0
268,train/HEPG2-01/Plate1/O15_s1,0
269,train/HEPG2-01/Plate1/O16_s1,0
270,train/HEPG2-01/Plate1/O17_s1,0
271,train/HEPG2-01/Plate1/O19_s1,0
272,train/HEPG2-01/Plate1/O20_s1,0
273,train/HEPG2-01/Plate1/O21_s1,0
274,train/HEPG2-01/Plate1/O22_s1,0
275,train/HEPG2-01/Plate1/O23_s1,0
276,train/HEPG2-01/Plate2/B03_s1,1
277,train/HEPG2-01/Plate2/B04_s1,1
278,train/HEPG2-01/Plate2/B05_s1,1
279,train/HEPG2-01/Plate2/B06_s1,1
280,train/HEPG2-01/Plate2/B07_s1,1
281,train/HEPG2-01/Plate2/B08_s1,1
282,train/HEPG2-01/Plate2/B09_s1,1
283,train/HEPG2-01/Plate2/B10_s1,1
284,train/HEPG2-01/Plate2/B11_s1,1
285,train/HEPG2-01/Plate2/B12_s1,1
286,train/HEPG2-01/Plate2/B13_s1,1
287,train/HEPG2-01/Plate2/B14_s1,1
288,train/HEPG2-01/Plate2/B15_s1,1
289,train/HEPG2-01/Plate2/B16_s1,1
290,train/HEPG2-01/Plate2/B17_s1,1
291,train/HEPG2-01/Plate2/B18_s1,1
292,train/HEPG2-01/Plate2/B19_s1,1
293,train/HEPG2-01/Plate2/B20_s1,1
294,train/HEPG2-01/Plate2/B21_s1,1
295,train/HEPG2-01/Plate2/B22_s1,1
296,train/HEPG2-01/Plate2/B23_s1,1
297,train/HEPG2-01/Plate2/C02_s1,1
298,train/HEPG2-01/Plate2/C04_s1,1
299,train/HEPG2-01/Plate2/C05_s1,1
300,train/HEPG2-01/Plate2/C06_s1,1
301,train/HEPG2-01/Plate2/C08_s1,1
302,train/HEPG2-01/Plate2/C09_s1,1
303,train/HEPG2-01/Plate2/C10_s1,1
304,train/HEPG2-01/Plate2/C12_s1,1
305,train/HEPG2-01/Plate2/C13_s1,1
306,train/HEPG2-01/Plate2/C14_s1,1
307,train/HEPG2-01/Plate2/C16_s1,1
308,train/HEPG2-01/Plate2/C17_s1,1
309,train/HEPG2-01/Plate2/C18_s1,1
310,train/HEPG2-01/Plate2/C20_s1,1
311,train/HEPG2-01/Plate2/C21_s1,1
312,train/HEPG2-01/Plate2/C23_s1,1
313,train/HEPG2-01/Plate2/D02_s1,1
314,train/HEPG2-01/Plate2/D03_s1,1
315,train/HEPG2-01/Plate2/D04_s1,1
316,train/HEPG2-01/Plate2/D05_s1,1
317,train/HEPG2-01/Plate2/D06_s1,1
318,train/HEPG2-01/Plate2/D07_s1,1
319,train/HEPG2-01/Plate2/D08_s1,1
320,train/HEPG2-01/Plate2/D09_s1,1
321,train/HEPG2-01/Plate2/D10_s1,1
322,train/HEPG2-01/Plate2/D11_s1,1
323,train/HEPG2-01/Plate2/D12_s1,1
324,train/HEPG2-01/Plate2/D13_s1,1
325,train/HEPG2-01/Plate2/D14_s1,1
326,train/HEPG2-01/Plate2/D15_s1,1
327,train/HEPG2-01/Plate2/D16_s1,1
328,train/HEPG2-01/Plate2/D17_s1,1
329,train/HEPG2-01/Plate2/D18_s1,1
330,train/HEPG2-01/Plate2/D19_s1,1
331,train/HEPG2-01/Plate2/D20_s1,1
332,train/HEPG2-01/Plate2/D21_s1,1
333,train/HEPG2-01/Plate2/D22_s1,1
334,train/HEPG2-01/Plate2/D23_s1,1
335,train/HEPG2-01/Plate2/E02_s1,1
336,train/HEPG2-01/Plate2/E03_s1,1
337,train/HEPG2-01/Plate2/E04_s1,1
338,train/HEPG2-01/Plate2/E05_s1,1
339,train/HEPG2-01/Plate2/E06_s1,1
340,train/HEPG2-01/Plate2/E07_s1,1
341,train/HEPG2-01/Plate2/E08_s1,1
342,train/HEPG2-01/Plate2/E09_s1,1
343,train/HEPG2-01/Plate2/E10_s1,1
344,train/HEPG2-01/Plate2/E11_s1,1
345,train/HEPG2-01/Plate2/E12_s1,1
346,train/HEPG2-01/Plate2/E13_s1,1
347,train/HEPG2-01/Plate2/E14_s1,1
348,train/HEPG2-01/Plate2/E15_s1,1
349,train/HEPG2-01/Plate2/E16_s1,1
350,train/HEPG2-01/Plate2/E17_s1,1
351,train/HEPG2-01/Plate2/E18_s1,1
352,train/HEPG2-01/Plate2/E19_s1,1
353,train/HEPG2-01/Plate2/E20_s1,1
354,train/HEPG2-01/Plate2/E21_s1,1
355,train/HEPG2-01/Plate2/E22_s1,1
356,train/HEPG2-01/Plate2/E23_s1,1
357,train/HEPG2-01/Plate2/F02_s1,1
358,train/HEPG2-01/Plate2/F04_s1,1
359,train/HEPG2-01/Plate2/F05_s1,1
360,train/HEPG2-01/Plate2/F06_s1,1
361,train/HEPG2-01/Plate2/F08_s1,1
362,train/HEPG2-01/Plate2/F09_s1,1
363,train/HEPG2-01/Plate2/F10_s1,1
364,train/HEPG2-01/Plate2/F12_s1,1
365,train/HEPG2-01/Plate2/F13_s1,1
366,train/HEPG2-01/Plate2/F14_s1,1
367,train/HEPG2-01/Plate2/F16_s1,1
368,train/HEPG2-01/Plate2/F17_s1,1
369,train/HEPG2-01/Plate2/F18_s1,1
370,train/HEPG2-01/Plate2/F20_s1,1
371,train/HEPG2-01/Plate2/F21_s1,1
372,train/HEPG2-01/Plate2/F23_s1,1
373,train/HEPG2-01/Plate2/G02_s1,1
374,train/HEPG2-01/Plate2/G03_s1,1
375,train/HEPG2-01/Plate2/G04_s1,1
376,train/HEPG2-01/Plate2/G05_s1,1
377,train/HEPG2-01/Plate2/G06_s1,1
378,train/HEPG2-01/Plate2/G07_s1,1
379,train/HEPG2-01/Plate2/G08_s1,1
380,train/HEPG2-01/Plate2/G09_s1,1
381,train/HEPG2-01/Plate2/G10_s1,1
382,train/HEPG2-01/Plate2/G11_s1,1
383,train/HEPG2-01/Plate2/G12_s1,1
384,train/HEPG2-01/Plate2/G13_s1,1
385,train/HEPG2-01/Plate2/G14_s1,1
386,train/HEPG2-01/Plate2/G15_s1,1
387,train/HEPG2-01/Plate2/G16_s1,1
388,train/HEPG2-01/Plate2/G17_s1,1
389,train/HEPG2-01/Plate2/G18_s1,1
390,train/HEPG2-01/Plate2/G19_s1,1
391,train/HEPG2-01/Plate2/G20_s1,1
392,train/HEPG2-01/Plate2/G21_s1,1
393,train/HEPG2-01/Plate2/G22_s1,1
394,train/HEPG2-01/Plate2/G23_s1,1
395,train/HEPG2-01/Plate2/H02_s1,1
396,train/HEPG2-01/Plate2/H04_s1,1
397,train/HEPG2-01/Plate2/H05_s1,1
398,train/HEPG2-01/Plate2/H06_s1,1
399,train/HEPG2-01/Plate2/H08_s1,1
400,train/HEPG2-01/Plate2/H09_s1,1
401,train/HEPG2-01/Plate2/H10_s1,1
402,train/HEPG2-01/Plate2/H12_s1,1
403,train/HEPG2-01/Plate2/H13_s1,1
404,train/HEPG2-01/Plate2/H14_s1,1
405,train/HEPG2-01/Plate2/H16_s1,1
406,train/HEPG2-01/Plate2/H17_s1,1
407,train/HEPG2-01/Plate2/H18_s1,1
408,train/HEPG2-01/Plate2/H20_s1,1
409,train/HEPG2-01/Plate2/H21_s1,1
410,train/HEPG2-01/Plate2/H23_s1,1
411,train/HEPG2-01/Plate2/I02_s1,1
412,train/HEPG2-01/Plate2/I03_s1,1
413,train/HEPG2-01/Plate2/I04_s1,1
414,train/HEPG2-01/Plate2/I05_s1,1
415,train/HEPG2-01/Plate2/I06_s1,1
416,train/HEPG2-01/Plate2/I07_s1,1
417,train/HEPG2-01/Plate2/I08_s1,1
418,train/HEPG2-01/Plate2/I09_s1,1
419,train/HEPG2-01/Plate2/I10_s1,1
420,train/HEPG2-01/Plate2/I11_s1,1
421,train/HEPG2-01/Plate2/I12_s1,1
422,train/HEPG2-01/Plate2/I13_s1,1
423,train/HEPG2-01/Plate2/I14_s1,1
424,train/HEPG2-01/Plate2/I15_s1,1
425,train/HEPG2-01/Plate2/I16_s1,1
426,train/HEPG2-01/Plate2/I17_s1,1
427,train/HEPG2-01/Plate2/I18_s1,1
428,train/HEPG2-01/Plate2/I19_s1,1
429,train/HEPG2-01/Plate2/I20_s1,1
430,train/HEPG2-01/Plate2/I21_s1,1
431,train/HEPG2-01/Plate2/I22_s1,1
432,train/HEPG2-01/Plate2/I23_s1,1
433,train/HEPG2-01/Plate2/J02_s1,1
434,train/HEPG2-01/Plate2/J04_s1,1
435,train/HEPG2-01/Plate2/J05_s1,1
436,train/HEPG2-01/Plate2/J06_s1,1
437,train/HEPG2-01/Plate2/J08_s1,1
438,train/HEPG2-01/Plate2/J09_s1,1
439,train/HEPG2-01/Plate2/J10_s1,1
440,train/HEPG2-01/Plate2/J12_s1,1
441,train/HEPG2-01/Plate2/J13_s1,1
442,train/HEPG2-01/Plate2/J14_s1,1
443,train/HEPG2-01/Plate2/J16_s1,1
444,train/HEPG2-01/Plate2/J17_s1,1
445,train/HEPG2-01/Plate2/J18_s1,1
446,train/HEPG2-01/Plate2/J20_s1,1
447,train/HEPG2-01/Plate2/J21_s1,1
448,train/HEPG2-01/Plate2/J23_s1,1
449,train/HEPG2-01/Plate2/K02_s1,1
450,train/HEPG2-01/Plate2/K03_s1,1
451,train/HEPG2-01/Plate2/K04_s1,1
452,train/HEPG2-01/Plate2/K05_s1,1
453,train/HEPG2-01/Plate2/K06_s1,1
454,train/HEPG2-01/Plate2/K07_s1,1
455,train/HEPG2-01/Plate2/K08_s1,1
456,train/HEPG2-01/Plate2/K09_s1,1
457,train/HEPG2-01/Plate2/K10_s1,1
458,train/HEPG2-01/Plate2/K11_s1,1
459,train/HEPG2-01/Plate2/K12_s1,1
460,train/HEPG2-01/Plate2/K13_s1,1
461,train/HEPG2-01/Plate2/K14_s1,1
462,train/HEPG2-01/Plate2/K15_s1,1
463,train/HEPG2-01/Plate2/K16_s1,1
464,train/HEPG2-01/Plate2/K17_s1,1
465,train/HEPG2-01/Plate2/K18_s1,1
466,train/HEPG2-01/Plate2/K19_s1,1
467,train/HEPG2-01/Plate2/K20_s1,1
468,train/HEPG2-01/Plate2/K21_s1,1
469,train/HEPG2-01/Plate2/K22_s1,1
470,train/HEPG2-01/Plate2/K23_s1,1
471,train/HEPG2-01/Plate2/L02_s1,1
472,train/HEPG2-01/Plate2/L03_s1,1
473,train/HEPG2-01/Plate2/L04_s1,1
474,train/HEPG2-01/Plate2/L05_s1,1
475,train/HEPG2-01/Plate2/L06_s1,1
476,train/HEPG2-01/Plate2/L07_s1,1
477,train/HEPG2-01/Plate2/L08_s1,1
478,train/HEPG2-01/Plate2/L09_s1,1
479,train/HEPG2-01/Plate2/L10_s1,1
480,train/HEPG2-01/Plate2/L11_s1,1
481,train/HEPG2-01/Plate2/L12_s1,1
482,train/HEPG2-01/Plate2/L13_s1,1
483,train/HEPG2-01/Plate2/L14_s1,1
484,train/HEPG2-01/Plate2/L15_s1,1
485,train/HEPG2-01/Plate2/L16_s1,1
486,train/HEPG2-01/Plate2/L17_s1,1
487,train/HEPG2-01/Plate2/L18_s1,1
488,train/HEPG2-01/Plate2/L19_s1,1
489,train/HEPG2-01/Plate2/L20_s1,1
490,train/HEPG2-01/Plate2/L21_s1,1
491,train/HEPG2-01/Plate2/L22_s1,1
492,train/HEPG2-01/Plate2/L23_s1,1
493,train/HEPG2-01/Plate2/M02_s1,1
494,train/HEPG2-01/Plate2/M04_s1,1
495,train/HEPG2-01/Plate2/M05_s1,1
496,train/HEPG2-01/Plate2/M06_s1,1
497,train/HEPG2-01/Plate2/M08_s1,1
498,train/HEPG2-01/Plate2/M09_s1,1
499,train/HEPG2-01/Plate2/M10_s1,1
500,train/HEPG2-01/Plate2/M12_s1,1
501,train/HEPG2-01/Plate2/M13_s1,1
502,train/HEPG2-01/Plate2/M14_s1,1
503,train/HEPG2-01/Plate2/M16_s1,1
504,train/HEPG2-01/Plate2/M17_s1,1
505,train/HEPG2-01/Plate2/M18_s1,1
506,train/HEPG2-01/Plate2/M20_s1,1
507,train/HEPG2-01/Plate2/M21_s1,1
508,train/HEPG2-01/Plate2/M23_s1,1
509,train/HEPG2-01/Plate2/N02_s1,1
510,train/HEPG2-01/Plate2/N03_s1,1
511,train/HEPG2-01/Plate2/N04_s1,1
512,train/HEPG2-01/Plate2/N05_s1,1
513,train/HEPG2-01/Plate2/N06_s1,1
514,train/HEPG2-01/Plate2/N07_s1,1
515,train/HEPG2-01/Plate2/N08_s1,1
516,train/HEPG2-01/Plate2/N09_s1,1
517,train/HEPG2-01/Plate2/N10_s1,1
518,train/HEPG2-01/Plate2/N11_s1,1
519,train/HEPG2-01/Plate2/N12_s1,1
520,train/HEPG2-01/Plate2/N13_s1,1
521,train/HEPG2-01/Plate2/N14_s1,1
522,train/HEPG2-01/Plate2/N15_s1,1
523,train/HEPG2-01/Plate2/N16_s1,1
524,train/HEPG2-01/Plate2/N17_s1,1
525,train/HEPG2-01/Plate2/N18_s1,1
526,train/HEPG2-01/Plate2/N19_s1,1
527,train/HEPG2-01/Plate2/N20_s1,1
528,train/HEPG2-01/Plate2/N21_s1,1
529,train/HEPG2-01/Plate2/N22_s1,1
530,train/HEPG2-01/Plate2/N23_s1,1
531,train/HEPG2-01/Plate2/O02_s1,1
532,train/HEPG2-01/Plate2/O03_s1,1
533,train/HEPG2-01/Plate2/O04_s1,1
534,train/HEPG2-01/Plate2/O05_s1,1
535,train/HEPG2-01/Plate2/O06_s1,1
536,train/HEPG2-01/Plate2/O07_s1,1
537,train/HEPG2-01/Plate2/O08_s1,1
538,train/HEPG2-01/Plate2/O09_s1,1
539,train/HEPG2-01/Plate2/O10_s1,1
540,train/HEPG2-01/Plate2/O11_s1,1
541,train/HEPG2-01/Plate2/O12_s1,1
542,train/HEPG2-01/Plate2/O13_s1,1
543,train/HEPG2-01/Plate2/O14_s1,1
544,train/HEPG2-01/Plate2/O15_s1,1
545,train/HEPG2-01/Plate2/O16_s1,1
546,train/HEPG2-01/Plate2/O17_s1,1
547,train/HEPG2-01/Plate2/O18_s1,1
548,train/HEPG2-01/Plate2/O19_s1,1
549,train/HEPG2-01/Plate2/O20_s1,1
550,train/HEPG2-01/Plate2/O21_s1,1
551,train/HEPG2-01/Plate2/O22_s1,1
552,train/HEPG2-01/Plate2/O23_s1,1
553,train/HEPG2-01/Plate3/B03_s1,2
554,train/HEPG2-01/Plate3/B04_s1,2
555,train/HEPG2-01/Plate3/B05_s1,2
556,train/HEPG2-01/Plate3/B06_s1,2
557,train/HEPG2-01/Plate3/B07_s1,2
558,train/HEPG2-01/Plate3/B08_s1,2
